,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
509,798,69 Prawo karne procesowe,"['jaki jest termin na wniesienie wniosku o uzasadnienie wyroku karnego?', 'jaki jest termin do wniesienia środka zaskarżenia?', 'czy w przypadku niezłożenia wniosku o uzasadnienie orzeczenia lub środka zaskarżenia przez klienta wyrok się uprawomocni?', 'czy klient będzie musiał wnieść odpowiedź na środek odwoławczy, jeśli wniesie go uprzednio prokurator?']",jaki jest termin na wniesienie wniosku o uzasadnienie wyroku karnego jaki jest termin do wniesienia środka zaskarżenia czy w przypadku niezłożenia wniosku o uzasadnienie orzeczenia lub środka zaskarżenia przez klienta wyrok się uprawomocni czy klient będzie musiał wnieść odpowiedź na środek odwoławczy jeśli wniesie go uprzednio prokurator,prawo karne procesowe,prawo karne procesowe,prawo karne
510,799,164 COVID-19,"['czy klient musi uwzględnić w przychodzie pożyczę otrzymaną z urzędu pracy w ramach wsparcia przedsiębiorców w okresie epidemii covid-19?', 'czy klient musi od tej kwoty zapłacić podatek?']",czy klient musi uwzględnić w przychodzie pożyczę otrzymaną z urzędu pracy w ramach wsparcia przedsiębiorców w okresie epidemii covid czy klient musi od tej kwoty zapłacić podatek,covid,covid,prawo medyczne
511,801,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny, 79 Ustawa o zawodach lekarza i lekarza dentysty, 89 Inne - praw medyczne, 171 Ustawa o izbach lekarskich","['jak powinna zachować się klientka, w związku z wezwaniem przez okręgowego rzecznika odpowiedzialności zawodowej izby pielęgniarek i położnych na przesłuchanie w charakterze świadka?', 'czy klientka będzie zwolniona z tajemnicy lekarskiej?']",jak powinna zachować się klientka w związku z wezwaniem przez okręgowego rzecznika odpowiedzialności zawodowej izby pielęgniarek i położnych na przesłuchanie w charakterze świadka czy klientka będzie zwolniona z tajemnicy lekarskiej,prawo karne procesowe,prawo karne procesowe,prawo karne
512,802,"39 Prawo finansowe, 112 Prawo cywilne procesowe","['ile wynosi kwota wolna od potrąceń komorniczych z rachunku bankowego?', 'czy alimenty podlegają egzekucji?', 'jakie działania może podjąć klientka, aby odzyskać środki zgromadzone na rachunku bankowym?']",ile wynosi kwota wolna od potrąceń komorniczych z rachunku bankowego czy alimenty podlegają egzekucji jakie działania może podjąć klientka aby odzyskać środki zgromadzone na rachunku bankowym,prawo finansowe,prawo administracyjne materialne,prawo administracyjne
513,805,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 112 Prawo cywilne procesowe",['co powinien zrobić klient w związku z postępowaniem przed wojewódzką komisją do spraw orzekania o zdarzeniach medycznych?'],co powinien zrobić klient w związku z postępowaniem przed wojewódzką komisją do spraw orzekania o zdarzeniach medycznych,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
514,806,"109 Inne - praw pracy, 164 COVID-19",['czy pracodawca może zobowiązać klienta do wykorzystania zaległego urlopu do dnia 30 września 2020 roku?'],czy pracodawca może zobowiązać klienta do wykorzystania zaległego urlopu do dnia  września  roku,inne  praw pracy,inne  praw pracy,prawo pracy
515,807,"114 Rzeczowe, 115 Zobowiązania",['czy klient ma obowiązek uzyskać zgodę wspólnoty mieszkaniowej na dokonanie przekształcenia lokalu własnościowego w gabinet stomatologiczny?'],czy klient ma obowiązek uzyskać zgodę wspólnoty mieszkaniowej na dokonanie przekształcenia lokalu własnościowego w gabinet stomatologiczny,rzeczowe,rzeczowe,prawo cywilne
516,808,114 Rzeczowe,"['czy w związku z treścią aktu notarialnego koniecznym jest wyrażenie zgody przez wspólnotę mieszkaniową w formie uchwały? czy zarządca może wskazać, iż na podstawie przedmiotowych zapisów aktów notarialnych potwierdza wyrażenie takiej zgody przez wszystkich współwłaścicieli?']",czy w związku z treścią aktu notarialnego koniecznym jest wyrażenie zgody przez wspólnotę mieszkaniową w formie uchwały czy zarządca może wskazać iż na podstawie przedmiotowych zapisów aktów notarialnych potwierdza wyrażenie takiej zgody przez wszystkich współwłaścicieli,rzeczowe,rzeczowe,prawo cywilne
517,810,"114 Rzeczowe, 164 COVID-19",['czy  podjęcie uchwały może się odbyć w trybie indywidualnego zbierania głosów?'],czy podjęcie uchwały może się odbyć w trybie indywidualnego zbierania głosów,rzeczowe,rzeczowe,prawo cywilne
518,812,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny",['jakie kroki prawne może podjąć klientka względem pacjenta?'],jakie kroki prawne może podjąć klientka względem pacjenta,prawo karne procesowe,prawo karne procesowe,prawo karne
519,814,59 Ustawa Prawo farmaceutyczne,"['czy zgodę klientki na wykonywanie przysługi, w związku z brakiem możliwości odwiedzin w szpitalu i sytuacją epidemiologiczną, można uznać za zgodną z prawem?']",czy zgodę klientki na wykonywanie przysługi w związku z brakiem możliwości odwiedzin w szpitalu i sytuacją epidemiologiczną można uznać za zgodną z prawem,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
520,818,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy","['czy nowy pracownik musi wykonać badania lekarskie medycyny pracy czy może przedstawić nowemu pracodawcy orzeczenie lekarskie wydane w poprzedniej pracy na tym samym stanowisku?', 'czy orzeczenie lekarskie o braku przeciwskazań do pracy na określonym stanowisku wykonane u poprzedniego pracodawcy może być przedstawione nowemu pracodawcy w formie kserokopii?']",czy nowy pracownik musi wykonać badania lekarskie medycyny pracy czy może przedstawić nowemu pracodawcy orzeczenie lekarskie wydane w poprzedniej pracy na tym samym stanowisku czy orzeczenie lekarskie o braku przeciwskazań do pracy na określonym stanowisku wykonane u poprzedniego pracodawcy może być przedstawione nowemu pracodawcy w formie kserokopii,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
521,822,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania",['co należy zrobić w przedstawionych okolicznościach?'],co należy zrobić w przedstawionych okolicznościach,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
522,823,114 Rzeczowe,"['czy koszt wykonania projektu, a następnie dobudowy obciąża zainteresowanego właściciela, czy wspólnotę mieszkaniową?']",czy koszt wykonania projektu a następnie dobudowy obciąża zainteresowanego właściciela czy wspólnotę mieszkaniową,rzeczowe,rzeczowe,prawo cywilne
523,825,"31 Prawo rolne, 112 Prawo cywilne procesowe, 114 Rzeczowe",['w jaki sposób należy dokonać zniesienia współwłasności nieruchomości rolnej?'],w jaki sposób należy dokonać zniesienia współwłasności nieruchomości rolnej,prawo rolne,prawo administracyjne materialne,prawo administracyjne
524,826,91 Ustawa Kodeks pracy,['czy w niniejszej sprawie rozpoczął bieg okres wypowiedzenia?'],czy w niniejszej sprawie rozpoczął bieg okres wypowiedzenia,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
525,828,77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta,['czy klientka musi przesłać całą dokumentację medyczną kancelarii prawnej?'],czy klientka musi przesłać całą dokumentację medyczną kancelarii prawnej,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
526,829,"114 Rzeczowe, 115 Zobowiązania","['na jakiej podstawie wspólnota mieszkaniowa może wybrać nowy zarząd?', 'czy deweloper w obecnej sprawie pełni funkcję administratora?']",na jakiej podstawie wspólnota mieszkaniowa może wybrać nowy zarząd czy deweloper w obecnej sprawie pełni funkcję administratora,rzeczowe,rzeczowe,prawo cywilne
527,830,15 Prawo ochrony danych osobowych,['jak wprowadzić nagrywanie rozmów telefonicznych w przychodni?'],jak wprowadzić nagrywanie rozmów telefonicznych w przychodni,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
528,831,"32 Prawo transportowe, 91 Ustawa Kodeks pracy, 164 COVID-19",['czy klient po podpisaniu nowej umowy o pracę będzie musiał przejść badania wstępne i okresowe?'],czy klient po podpisaniu nowej umowy o pracę będzie musiał przejść badania wstępne i okresowe,prawo transportowe,prawo administracyjne materialne,prawo administracyjne
529,832,114 Rzeczowe,['jak należy rozumieć treść § 1 przesłanej umowy?'],jak należy rozumieć treść   przesłanej umowy,rzeczowe,rzeczowe,prawo cywilne
530,833,91 Ustawa Kodeks pracy,['czy klient może zakończyć umowę o pracę i uniknąć zapłaty kary?'],czy klient może zakończyć umowę o pracę i uniknąć zapłaty kary,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
531,834,"91 Ustawa Kodeks pracy, 164 COVID-19","['czy dyrektor szpitala może zabronić wykonywania pracy w innym miejscu?', 'czy za prace wyłącznie w jednym podmiocie klientowi należy się rekompensata?', 'czy dyrektor szpitala może zabronić wykonywania pracy w innym miejscu z datą wsteczną?']",czy dyrektor szpitala może zabronić wykonywania pracy w innym miejscu czy za prace wyłącznie w jednym podmiocie klientowi należy się rekompensata czy dyrektor szpitala może zabronić wykonywania pracy w innym miejscu z datą wsteczną,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
532,837,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty","['czy lekarz może podjąć leczenie w przypadku osoby z otępieniem, co do której lekarz poweźmie wątpliwości o jej świadomej zgodzie na leczenie?']",czy lekarz może podjąć leczenie w przypadku osoby z otępieniem co do której lekarz poweźmie wątpliwości o jej świadomej zgodzie na leczenie,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
533,838,197 Inne - praw farmaceutyczne,['czy apteka może sprzedawać domowe testy na sars-cov-2?'],czy apteka może sprzedawać domowe testy na sarscov,inne  praw farmaceutyczne,inne  praw farmaceutyczne,prawo farmaceutyczne
534,839,59 Ustawa Prawo farmaceutyczne,['czy apteka może nabyć suplementy diety i wyroby medyczne od innej apteki?'],czy apteka może nabyć suplementy diety i wyroby medyczne od innej apteki,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
535,840,91 Ustawa Kodeks pracy,"['czy pracodawca może nałożyć na pracownika oprócz kary pieniężnej za zniszczone mienie również inną karę dyscyplinarną?', 'czy nieobecność pracownika w pracy wstrzymuje terminy związane z ustosunkowaniem się pracownika do spowodowanej szkody?']",czy pracodawca może nałożyć na pracownika oprócz kary pieniężnej za zniszczone mienie również inną karę dyscyplinarną czy nieobecność pracownika w pracy wstrzymuje terminy związane z ustosunkowaniem się pracownika do spowodowanej szkody,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
536,841,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy","['czy klient jest zobowiązany do zwrotu części wynagrodzenia, której żąda szpital?', 'czy żona klienta zatrudniona w innym szpitalu, przebywająca na urlopie macierzyńskim ma obowiązek zwrotu żądanej części wynagrodzenia?']",czy klient jest zobowiązany do zwrotu części wynagrodzenia której żąda szpital czy żona klienta zatrudniona w innym szpitalu przebywająca na urlopie macierzyńskim ma obowiązek zwrotu żądanej części wynagrodzenia,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
537,842,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty","['czy przekazanie przez klienta dokumentacji medycznej ubezpieczycielowi stanowi naruszenie tajemnicy lekarskiej?', 'czy przekazanie ubezpieczycielowi przez klienta informacji niezapisanych, mających istotny wpływ na przebieg sprawy, stanowi naruszenie tajemnicy lekarskiej?']",czy przekazanie przez klienta dokumentacji medycznej ubezpieczycielowi stanowi naruszenie tajemnicy lekarskiej czy przekazanie ubezpieczycielowi przez klienta informacji niezapisanych mających istotny wpływ na przebieg sprawy stanowi naruszenie tajemnicy lekarskiej,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
538,844,119 Prawo handlowe,['w jaki sposób należałoby dokonać zmiany udziałów w spółce jawnej?'],w jaki sposób należałoby dokonać zmiany udziałów w spółce jawnej,prawo handlowe,prawo handlowe,prawo cywilne
539,845,77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta,['jakie kompetencje posiada rzecznik praw pacjenta?'],jakie kompetencje posiada rzecznik praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
540,847,"112 Prawo cywilne procesowe, 114 Rzeczowe, 116 Spadkowe, 117 Rodzinne i opiekuńcze","['jak klient może dokonać podziału majątku po rozwodzie?', 'jakie są koszty podziału majątku wspólnego?', 'czy jeżeli klient wykupi mieszkanie to była żona i pełnoletni już syn będą musieli się wyprowadzić?']",jak klient może dokonać podziału majątku po rozwodzie jakie są koszty podziału majątku wspólnego czy jeżeli klient wykupi mieszkanie to była żona i pełnoletni już syn będą musieli się wyprowadzić,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
541,849,91 Ustawa Kodeks pracy,['kiedy upłynie termin do nałożenia na pracownika kary porządkowej?'],kiedy upłynie termin do nałożenia na pracownika kary porządkowej,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
542,850,"69 Prawo karne procesowe, 77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty","['jakie prawa przysługują klientce w związku z wezwaniem?', 'czy klientka może nie stawić się na przesłuchanie w związku z tym, że jest w zaawansowanej ciąży?']",jakie prawa przysługują klientce w związku z wezwaniem czy klientka może nie stawić się na przesłuchanie w związku z tym że jest w zaawansowanej ciąży,prawo karne procesowe,prawo karne procesowe,prawo karne
543,852,"112 Prawo cywilne procesowe, 116 Spadkowe, 117 Rodzinne i opiekuńcze","['czy w razie śmierci córki klientki (bez pozostawienia testamentu), ojciec dziecka będzie mógł zarządzać majątkiem dziecka? czy są jakieś przeszkody uniemożliwiające ojcu dziecka rozporządzanie majątkiem w razie gdyby był pod jego zarządem?', 'czy postanowienie testamentowe, w którym córka klientki zażyczyłaby sobie, aby pieczę nad majątkiem dziecka do osiągnięcia przez nie pełnoletności sprawowali dziadkowie dziecka, byłoby prawnie skuteczny?']",czy w razie śmierci córki klientki bez pozostawienia testamentu ojciec dziecka będzie mógł zarządzać majątkiem dziecka czy są jakieś przeszkody uniemożliwiające ojcu dziecka rozporządzanie majątkiem w razie gdyby był pod jego zarządem czy postanowienie testamentowe w którym córka klientki zażyczyłaby sobie aby pieczę nad majątkiem dziecka do osiągnięcia przez nie pełnoletności sprawowali dziadkowie dziecka byłoby prawnie skuteczny,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
544,854,91 Ustawa Kodeks pracy,"['w jakim terminie pracodawca może żądać wyjaśnień od pracownika?', 'czy takiemu pracownikowi powinna zostać cofnięta premia?']",w jakim terminie pracodawca może żądać wyjaśnień od pracownika czy takiemu pracownikowi powinna zostać cofnięta premia,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
545,855,91 Ustawa Kodeks pracy,"['czy pracodawca może żądać podpisania przez klientkę aneksu do umowy o pracę, z nowym, ustawowo przewidzianym wynagrodzeniem?', 'czy klientka zobowiązana jest we wskazanym przez pracodawcę terminie zwrócić pieniądze?', 'czy jeżeli klientka zdecydowałaby zwrócić pieniądze, to będzie ona zobowiązana do dokonania zwrotu w zus i urzędzie skarbowym (zarówno za urlop macierzyński, jak i wcześniejsze l4 w trakcie ciąży oraz okres pracy)?']",czy pracodawca może żądać podpisania przez klientkę aneksu do umowy o pracę z nowym ustawowo przewidzianym wynagrodzeniem czy klientka zobowiązana jest we wskazanym przez pracodawcę terminie zwrócić pieniądze czy jeżeli klientka zdecydowałaby zwrócić pieniądze to będzie ona zobowiązana do dokonania zwrotu w zus i urzędzie skarbowym zarówno za urlop macierzyński jak i wcześniejsze l w trakcie ciąży oraz okres pracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
