text_full;label_high;;;;;
czy prawdą jest że od  stycznia  r obowiązują nowe druki recept pro auctore;prawo medyczne;;;;;
czy klientka powinna wykonać polecenie służbowe;prawo medyczne;;;;;
jakie prawa i obowiązki ma osoba wezwana na przesłuchanie w charakterze świadka wpostępowaniu cywilnym;prawo medyczne;;;;;
jak długo klientka musi przechowywać dokumenty byłego pracownika;prawo pracy;;;;;
czy lek viregytk może być wydany poza wskazaniem na recepcie pro auctore lub pro familiae z odpłatnością;prawo farmaceutyczne;;;;;
czy dyrekcja szpitala może powierzyć klientowi stanowisko kierownicze na oddziale zakaźnym;prawo pracy;;;;;
czy klient może przeprowadzać badanie kwalifikacyjne przed szczepieniem na covid;prawo medyczne;;;;;
czy klientka powinna otrzymać odszkodowanie w związku z przebytą operacją;prawo cywilne;;;;;
czy pracodawca musi ujawnić wysokość zarobków męża klientce czy ukończenie  roku życia przez jedno z dzieci wpływa na jego możliwość uzyskania świadczenia alimentacyjnego przez klientkę od męża jakie dokumenty musi złożyć klientka aby uzasadnić ubieganie się o alimenty od ojca dzieci;prawo cywilne;;;;;
czy jeżeli klientka nie odniesie się do otrzymanego pisma może to skutkować negatywnymi konsekwencjami;prawo cywilne;;;;;
czy klientka może wystawić duplikaty faktur realizacji recept zmarłego pacjenta na wniosek jego córki;prawo podatkowe;;;;;
czy szpital zobowiązany jest do prowadzenia dokumentacji medycznej jedynie w formie elektronicznej czy są wyjątki dla których dokumentacja powinna być prowadzona nadal w formie papierowej;prawo medyczne;;;;;
czy pacjentka może domagać się wypłaty odszkodowania od ubezpieczyciela każdego lekarza uczestniczącego w udzielaniu jej świadczeń zdrowotnych;prawo cywilne;;;;;
jakie pozwolenia należy uzyskać chcąc wybudować staw rybny o powierzchni ponad  ha;prawo administracyjne;;;;;
czy klient jako lekarz stażysta jest uprawniony do wykonywania szczepień na covid oraz badań kwalifikacyjnych przed szczepieniem w prywatnym gabinecie lekarskim poza godzinami odbywania stażu;prawo medyczne;;;;;
czy wprowadzany porozumieniem zmieniającym warunki płacy i pracy pkt  ppkt  lit f umowy jest zgodny z prawem czy klientka musi podpisać porozumienie zmieniające;prawo pracy;;;;;
co w zaistniałych okolicznościach powinna zrobić klientka kto może zastępować klientkę na stanowisku kierownika apteki;prawo farmaceutyczne;;;;;
jaka powinna być budowa kodu resortowego zamieszczona na erecepcie czy farmaceuta musi zweryfikować kod przed wysłaniem refundacji;prawo farmaceutyczne;;;;;
co dokładnie powinien zawierać wpis oil numer prawa wykonywania zawodu z ilu składać się cyfr czy farmaceuta przed wysłaniem refundacji powinien zweryfikować ten numer;prawo farmaceutyczne;;;;;
w jaki sposób syn klienta ma złożyć wniosek o pomoc prawną z urzędu;prawo cywilne;;;;;
jakie kroki powziąć w zaistniałych okolicznościach czy w rzeczonych okolicznościach istnieje możliwość zwolnienia się z podatku oraz wypłaty zachowku;prawo cywilne;;;;;
czy klientka może wysłać pismo do google w przesłanej formie;odpowiedzi niestandardowe;;;;;
jakie kroki należy poczynić aby uruchomić sprawę spadkową jakie dokumenty będą potrzebne do przeprowadzenia postępowania spadkowego;prawo cywilne;;;;;
czy za wystawienie duplikatów faktur osobie nieupoważnionej klientka ponosi odpowiedzialność;prawo karne;;;;;
czy lekarz pracujący w szpitalu jednoimiennym węzłowymkoordynacyjnym pracujący na oddziale niecovidowym który ma kontakt z personelem pracującym na oddziałach covidowych i pacjentami mogącymi być zarażonymi jest uprawniony do dodatku covidowego w wysokości  wynagrodzenia miesięcznego;prawo medyczne;;;;;
czy klient może zawrzeć umowę cywilnoprawną o szkolenie specjalizacyjne w trybie pozarezydenckim w ramach działalności gospodarczej praktyki lekarskiej czy faktury wystawione podmiotowi prowadzącemu szkolenie specjalizacyjne w ramach ww umowy z praktyką lekarską podlegałyby zwolnieniu z vat;prawo medyczne;;;;;
czy opisy badań diagnostycznych muszą sporządzane w formie elektronicznej;prawo medyczne;;;;;
czy klient może domagać się wyznaczenia osoby która będzie nadzorować jego pracę kto odpowiada za ewentualne błędy medyczne popełnione przez klienta czy klient może domagać się kolejnego pisma z oddelegowaniem w związku z rozpoczęciem nowego roku kalendarzowego;prawo medyczne;;;;;
czy pracodawca może zobowiązać pracownika do wykorzystania bieżącego urlopu wypoczynkowego jeżeli pracownik nie wyraża na to zgody;prawo pracy;;;;;
czy klient może zarezerwować nocleg w hotelu pracownikom w delegacji;prawo medyczne;;;;;
na jakiej podstawie oraz w jakiej formie należy zatrudnić osobę do pełnienia obowiązków klientki kto będzie osobą odpowiedzialną przez okres usprawiedliwionej nieobecności klientki w pracy;prawo farmaceutyczne;;;;;
czy na erecepcie z efferalgan codeine musi być podana łączna dawka substancji czynnej;prawo farmaceutyczne;;;;;
czy istnieje możliwość pozasądowego podziału majątku wspólnego małżonków co wchodzi w skład majątku osobistego małżonków czy darowizna przekazana na rzecz małżonki wchodzi w skład jej majątku osobistego jak po rozwodzie kształtuje się kwestia spłaty kredytu;prawo cywilne;;;;;
czy klientce przysługuje  dodatek do wynagrodzenia;prawo medyczne;;;;;
czy dodatek do wynagrodzenia przysługuje lekarzowi świadczącemu usługi medyczne na rzecz pacjentów zakażonych covid w szpitalu tymczasowym czy dodatek do wynagrodzenia w maksymalnej kwocie  tys jest przyznawany na daną osobę czy na miejsce pracy tj czy pracując w więcej niż jednym podmiocie leczniczym należy się dodatek do każdego wynagrodzenia;prawo medyczne;;;;;
czy klient jako poszkodowany może zawnioskować o darowiznę na cele społeczne czy można wybrać na jaki celpodmiot;prawo karne;;;;;
co pozwany może zrobić gdyby sąd umorzył postępowanie w którym zapadł wyrok zaoczny i jednocześnie uchylił ten wyrok a przed uchyleniem doszłoby do wyegzekwowania całości należności zasądzonej przez komornika na podstawie wyroku zaocznego zaopatrzonego w klauzulę natychmiastowej wykonalności jakie prawa ma wówczas pozwany czy w takim przypadku pozwany może dochodzić zwrotu od klienta kwot wyegzekwowanych oraz czy klient powinien w takiej sytuacji złożyć ponownie tożsamy pozew;prawo cywilne;;;;;
czy niepubliczny zakład opieki zdrowotnej jako prywatny ośrodek ma obowiązek prowadzenia dokumentacji medycznej w formie elektronicznej;prawo medyczne;;;;;
jak rozwiązać problem klientki która jest lekarzem emerytem mającym aktywne prawo wykonywania zawodu w sytuacji gdy ministerstwo zdrowia twierdzi że powinna być ona teraz zaszczepiona a szpital jej tego prawa odmawia;prawo medyczne;;;;;
czy klientka jako lekarz rezydent może kwalifikować pacjentów do szczepień przeciwko covid;prawo medyczne;;;;;
czy klientowi przysługuje do wynagrodzenia tzw dodatek covidowy w wysokości   wynagrodzenia;prawo medyczne;;;;;
czy na chwilę obecną klientka może zgłosić swojego męża do szczepienia przeciw covid w etapie pierwszym;prawo medyczne;;;;;
czy ubezpieczyciel prawidłowo określił wysokość uszczerbku na zdrowiu klientki w związku zodniesionymi obrażeniami;prawo cywilne;;;;;
czy klientka będąc współwłaścicielem nieruchomości może podpisać z innymi współwłaścicielami innymi członkami rodziny nową umowę najmu i płacić z tego tytułu czynsz;prawo cywilne;;;;;
czy jeden z dwóch wspólników i członków zarządu sp z oo nzoz zatrudniającej lekarzy a który nie jest lekarzem ma prawo swobodnego wglądu do dokumentacji medycznej pacjentów spółki;prawo administracyjne;;;;;
kto powinien wyrazić zgodę na samodzielne odbywanie dyżurów medycznych przez klientkę;prawo medyczne;;;;;
jakie są prawa i obowiązki klienta w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego;prawo karne;;;;;
po jakim czasie można zawiesić dochodzenie w sprawie o oszustwo jakie skutki ma zawieszenie dochodzenia czy postanowienie zostanie doręczone również podejrzanej;prawo karne;;;;;
czy obligacje skarbu państwa wchodzą w skład spadku czy odziedziczone obligacje podlegają opodatkowaniu w jaki sposób spadkobierca może wypłacić pieniądze z obligacji;prawo cywilne;;;;;
czy klientka może zapisać swojego męża na szczepienie przeciwko covid;prawo medyczne;;;;;
w jaki sposób klient może kontynuować działalność apteki;prawo farmaceutyczne;;;;;
czy aby klientka otrzymała przedmiotową nieruchomość wystarczy zrzeczenie się żony i dzieci brata klientki na jej rzecz czy konieczne jest przeprowadzenie postępowania spadkowego;prawo cywilne;;;;;
czy placówka z którą współpracuje klient ma prawo bez jego zgody udzielić gminie informacji o jego danych osobowych;prawo administracyjne;;;;;
czy klientka może zapisać się na ldek;prawo medyczne;;;;;
czy klientka jest zobowiązana do prowadzenia dokumentacji w formie elektronicznej;prawo medyczne;;;;;
czy klientce przysługuje dodatek covidowy;prawo medyczne;;;;;
co mogą zrobić mieszkańcy jeśli zaparkowane samochody utrudniają przejazd;prawo administracyjne;;;;;
czy klientka musi poinformować pracodawcę o tym że jest w ciąży;prawo pracy;;;;;
czy klientka jako osoba starsza powyżej  rż musi posiadać eskierowanie na szczepienie przeciwko covid;prawo medyczne;;;;;
czy zgodnym z prawem jest oferowanie odpłatnego wystawiania erecept oraz ezwolnień w intrenecie przez lekarzy prowadzących indywidualne praktyki lekarskie czy podmioty nieprowadzące działalności leczniczej mogą tworzyć platformy internetowe gromadzące różnych lekarzy za pośrednictwem których pacjenci mogą odpłatnie umówić teleporadę;prawo medyczne;;;;;
czy w świetle obowiązujących przepisów można uznać za dopuszczalne wywieszanie miesięcznych harmonogramów czasu pracy wszystkich pracowników na tablicy w zakładzie pracy w miejscu do którego wszyscy zatrudnieni mają dostęp;prawo administracyjne;;;;;
czy dla recept pro auctore oraz pro familiae wymagane jest prowadzenie ewidencji elektronicznej czy dozwolona jest forma papierowa;prawo farmaceutyczne;;;;;
czy pracodawca po ustaniu stosunku pracy może wzywać klientkę do uzupełniania lub segregowania historii chorób pacjentów;prawo pracy;;;;;
czy szpital w którym pracuje klientka jest szpitalem ii lub iiistopnia zabezpieczenia czy pracodawca klientki może wypłacać jej dodatek do wynagrodzenia jedynie za godziny przepracowane na bloku operacyjnymi z pacjentami z potwierdzonym zakażeniem covid;prawo medyczne;;;;;
czy ankieta którą klientka otrzymała z platformy centrum ezdrowie jest autentyczna czy klientka ma obowiązek wypełnić i przesłać ankietę na wskazany adres;odpowiedzi niestandardowe;;;;;
czy pracodawca może ustnie polecić klientowi kwalifikowanie pacjentów do szczepień na covid czy pracodawca powinien zapewnić rezydentom nadzór wykwalifikowanego w tym przedmiocie lekarza w jakich godzinach lekarz rezydent może kwalifikować pacjentów czy za kwalifikowanie pacjentów do szczepień przysługuje dodatek do wynagrodzenia;prawo medyczne;;;;;
czy lekarz rezydent może zostać oddelegowany do akcji szczepienia na covid częściowo w innych godzinach niż standardowe godziny pracy w jaki sposób uczestnictwo w akcji szczepienia na covid będą wpływały na realizację programu specjalizacji jaką odpowiedzialność ponosi lekarz rezydent za ewentualne szkody powstałe u pacjentów;prawo medyczne;;;;;
czy zeznania świadków są wiarygodnymi zeznaniami dla okręgowego sądu lekarskiego bądź okręgowego rzecznika odpowiedzialności zawodowej czy nagranie rozmowy sporządzone bez zgody osoby nagrywanej może stanowić dowód w postępowaniu cywilnym czy okręgowy rzecznik odpowiedzialności zawodowej ma możliwość odnoszenia się do zasadności skierowań czy rozpoznawania chorób wydawanych przez klientkę czy decyzja okręgowego rzecznika odpowiedzialności zawodowej oparta zdaniem klientki na niezgodnych z prawdą ustaleniach powinna być zrewidowana czy klientka powinna otrzymać odpowiedź na odwołanie od decyzji okręgowego rzecznika odpowiedzialności zawodowej czy istnieje możliwość odwołania się od decyzji okręgowego rzecznika odpowiedzialności zawodowej wydanej na podstawie niezgodnych z dokumentacją szpitalną danych w jaki sposób klientka może uzyskać dostęp do akt sprawy postępowania dyscyplinarnego;prawo cywilne;;;;;
czy klient może żądać usunięcia swojego adresu ze strony aresztu śledczego;prawo administracyjne;;;;;
czy istnieje możliwość złożenia wniosku o wyłączenie mieszkania z masy spadkowej i przeniesienie własności mieszkania na kupującego przez sąd;prawo cywilne;;;;;
czy klientka ma obowiązek informowania pracodawcy o wiążących ją z innymi placówkami umowach cywilnoprawnych zlecenia;prawo pracy;;;;;
jaka tabel opłat i prowizji obowiązuje klientkę  czy z dnia zawarcia umowy kredytu czy też obecna z wyższym oprocentowaniem;prawo administracyjne;;;;;
czy istnieje możliwość uwolnienia od hipoteki mieszkania w którym mieszka klientka;prawo cywilne;;;;;
czy spadkobiercy mogą ustalić że własność mieszkania będącego w spadku przypadnie w całości jednemu z nich niezależnie od wysokości udziału jaki zajmuje w wartości spadku w jaki sposób określa się wartość masy spadkowej czy istnieje konieczność wpisywania konkretnych kwot we wniosku o dział spadku;prawo cywilne;;;;;
czy korzystając z prawa do zmiany dziedziny specjalizacji klient będzie zobowiązany w dalszym ciągu pracować na obecnej umowie rezydenckiej czy ponowna rekrutacja musi odbyć się w najbliższym postępowaniu kwalifikacyjnym jakie są konsekwencje niezakwalifikowania się na rezydenturę po rezygnacji z poprzedniej;prawo medyczne;;;;;
czy zachowanie pracodawcy jest zgodne z prawem;prawo pracy;;;;;
czy klient może samodzielnie pracować na szpitalnym oddziale ratunkowym bez osobistego nadzoru innego lekarza czy oddelegowanie jest zgodne z prawem jeżeli uniemożliwia to realizację programu specjalizacji;prawo karne;;;;;
czy właściciel apteki może dochodzić od klientki zwrotu utraconego mienia czy właściciel apteki może egzekwować należność z majątku osobistego męża klientki;prawo pracy;;;;;
czy postępowanie pracodawcy jest zgodne z prawem;prawo pracy;;;;;
